latitude_deg,longitude_deg_east,elevation_m,hemisphere
52.875,329.125,-1896.0,North
52.875,331.125,-1742.5,North
52.875,333.125,-2755.5,North
52.875,335.125,-2800.5,North
52.875,337.125,-2659.0,North
52.875,339.125,-2743.0,North
52.875,341.125,-2305.0,North
52.875,343.125,-2305.0,North
52.875,345.125,-2279.5,North
52.875,347.125,-1772.5,North
52.875,349.125,-1725.0,North
52.875,351.125,-2520.5,North
52.875,353.125,-1427.0,North
52.875,355.125,-1800.0,North
52.875,357.125,-2287.5,North
52.875,359.125,-2019.0,North
50.875,1.125,-1959.0,North
50.875,3.125,-1397.0,North
50.875,5.125,-2495.5,North
50.875,7.125,-2862.0,North
50.875,9.125,-2941.5,North
50.875,11.125,-2691.0,North
50.875,13.125,-2668.0,North
50.875,15.125,-1445.5,North
50.875,17.125,-4759.5,North
50.875,19.125,-2193.5,North
50.875,21.125,-2065.0,North
50.875,23.125,-2624.5,North
50.875,25.125,-2506.0,North
50.875,27.125,-2642.0,North
50.875,29.125,-2555.5,North
50.875,31.125,-2557.0,North
50.875,33.125,-2589.0,North
50.875,35.125,-2438.0,North
50.875,37.125,-2567.0,North
50.875,39.125,-2418.5,North
50.875,41.125,-2385.0,North
50.875,43.125,-2466.5,North
50.875,45.125,-2096.0,North
50.875,47.125,-1785.5,North
50.875,49.125,-1962.5,North
50.875,51.125,-1653.5,North
50.875,53.125,-1348.0,North
50.875,55.125,-1353.0,North
50.875,57.125,-1133.0,North
50.875,59.125,-958.5,North
50.875,61.125,-1013.5,North
50.875,63.125,-838.5,North
50.875,65.125,862.0,North
50.875,67.125,-750.0,North
50.875,69.125,-357.0,North
50.875,71.125,-2155.0,North
50.875,73.125,-2039.5,North
50.875,75.125,-1527.0,North
50.875,77.125,-2230.5,North
50.875,79.125,-2912.0,North
50.875,81.125,-2430.5,North
50.875,83.125,-3760.5,North
50.875,85.125,-2206.5,North
50.875,87.125,-3261.5,North
50.875,89.125,-3532.5,North
50.875,91.125,-2405.5,North
50.875,93.125,-2593.0,North
50.875,95.125,-153.0,North
50.875,97.125,-1385.0,North
50.875,99.125,261.5,North
50.875,101.125,-1151.5,North
50.875,103.125,784.0,North
50.875,105.125,574.0,North
50.875,107.125,-337.0,North
50.875,109.125,-506.5,North
50.875,111.125,-1181.0,North
50.875,113.125,-1653.0,North
50.875,115.125,-1173.5,North
50.875,117.125,-526.0,North
50.875,119.125,-729.0,North
50.875,121.125,-2261.5,North
50.875,123.125,-1198.5,North
50.875,125.125,-1301.5,North
50.875,127.125,-3601.5,North
50.875,129.125,900.0,North
50.875,131.125,-400.0,North
50.875,133.125,-444.0,North
50.875,135.125,-623.0,North
50.875,137.125,101.5,North
50.875,139.125,1028.5,North
50.875,141.125,-356.5,North
50.875,143.125,561.0,North
50.875,145.125,922.0,North
50.875,147.125,1331.5,North
50.875,149.125,1563.5,North
50.875,151.125,1394.5,North
50.875,153.125,1792.5,North
50.875,155.125,1381.0,North
50.875,157.125,1819.0,North
50.875,159.125,1691.0,North
50.875,161.125,-407.0,North
50.875,163.125,-1220.5,North
50.875,165.125,-1456.0,North
50.875,167.125,-1264.5,North
50.875,169.125,-1018.5,North
50.875,171.125,2614.5,North
50.875,173.125,1244.5,North
50.875,175.125,893.5,North
50.875,177.125,1076.5,North
50.875,179.125,335.5,North
50.875,181.125,1733.0,North
50.875,183.125,937.5,North
50.875,185.125,1030.5,North
50.875,187.125,311.0,North
50.875,189.125,3105.5,North
50.875,191.125,1763.0,North
50.875,193.125,2602.5,North
50.875,195.125,2630.5,North
50.875,197.125,885.0,North
50.875,199.125,3146.5,North
50.875,201.125,2473.5,North
50.875,203.125,1745.5,North
50.875,205.125,2356.0,North
50.875,207.125,1041.0,North
50.875,209.125,-418.5,North
50.875,211.125,1969.0,North
50.875,213.125,3447.0,North
50.875,215.125,-103.0,North
50.875,217.125,485.0,North
50.875,219.125,4104.5,North
50.875,221.125,2401.5,North
50.875,223.125,2530.5,North
50.875,225.125,-1188.0,North
50.875,227.125,1399.0,North
50.875,229.125,928.0,North
50.875,231.125,-148.5,North
50.875,233.125,-465.5,North
50.875,235.125,-2001.5,North
50.875,237.125,-1441.0,North
50.875,239.125,-1405.5,North
50.875,241.125,-1563.5,North
50.875,243.125,-130.5,North
50.875,245.125,309.5,North
50.875,247.125,1660.5,North
50.875,249.125,935.5,North
50.875,251.125,849.5,North
50.875,253.125,787.0,North
50.875,255.125,1093.5,North
50.875,257.125,1140.0,North
50.875,259.125,-227.0,North
50.875,261.125,1405.0,North
50.875,263.125,-705.5,North
50.875,265.125,210.0,North
50.875,267.125,334.0,North
50.875,269.125,395.0,North
50.875,271.125,-354.0,North
50.875,273.125,-974.0,North
50.875,275.125,-74.5,North
50.875,277.125,-1282.5,North
50.875,279.125,-1974.5,North
50.875,281.125,-1496.5,North
50.875,283.125,-1510.5,North
50.875,285.125,-1165.5,North
50.875,287.125,-1896.0,North
50.875,289.125,-2250.5,North
50.875,291.125,-2370.5,North
50.875,293.125,-2337.0,North
50.875,295.125,-2288.0,North
50.875,297.125,-2459.5,North
50.875,299.125,-2443.5,North
50.875,301.125,-2403.0,North
50.875,303.125,-2489.0,North
50.875,305.125,-2540.0,North
50.875,307.125,-2353.0,North
50.875,309.125,-2483.5,North
50.875,311.125,-2529.0,North
50.875,313.125,-2539.5,North
50.875,315.125,-2585.5,North
50.875,317.125,-2636.5,North
50.875,319.125,-2697.5,North
50.875,321.125,-2704.0,North
50.875,323.125,-1614.0,North
50.875,325.125,-2062.0,North
50.875,327.125,-2014.0,North
50.875,329.125,-2096.0,North
50.875,331.125,-634.5,North
50.875,333.125,-1809.0,North
50.875,335.125,-2310.0,North
50.875,337.125,-2947.5,North
50.875,339.125,-2694.0,North
50.875,341.125,-3053.0,North
50.875,343.125,-2866.5,North
50.875,345.125,-2892.5,North
50.875,347.125,-2069.5,North
50.875,349.125,-2468.0,North
50.875,351.125,-2426.0,North
50.875,353.125,-588.0,North
50.875,355.125,-1909.0,North
50.875,357.125,-2355.5,North
50.875,359.125,-2008.5,North
48.875,1.125,-2397.5,North
48.875,3.125,-2560.5,North
48.875,5.125,-2270.0,North
48.875,7.125,-2903.5,North
48.875,9.125,-2850.0,North
48.875,11.125,-2725.5,North
48.875,13.125,-2406.0,North
48.875,15.125,-2354.0,North
48.875,17.125,-824.5,North
48.875,19.125,-2142.0,North
48.875,21.125,-2386.5,North
48.875,23.125,-2363.5,North
48.875,25.125,-2418.5,North
48.875,27.125,-2116.0,North
48.875,29.125,-1717.0,North
48.875,31.125,-2311.0,North
48.875,33.125,-2250.0,North
48.875,35.125,-2288.0,North
48.875,37.125,-2131.5,North
48.875,39.125,-2087.5,North
48.875,41.125,-1776.5,North
48.875,43.125,-1971.5,North
48.875,45.125,-1908.5,North
48.875,47.125,-2062.5,North
48.875,49.125,-1997.0,North
48.875,51.125,-1775.0,North
48.875,53.125,-1642.5,North
48.875,55.125,-1876.5,North
48.875,57.125,-2029.5,North
48.875,59.125,-992.0,North
48.875,61.125,-1162.0,North
48.875,63.125,-1047.0,North
48.875,65.125,-519.5,North
48.875,67.125,-94.5,North
48.875,69.125,-947.5,North
48.875,71.125,862.5,North
48.875,73.125,-1190.5,North
48.875,75.125,-1891.0,North
48.875,77.125,-2296.0,North
48.875,79.125,-3059.0,North
48.875,81.125,-2269.5,North
48.875,83.125,-2275.5,North
48.875,85.125,-3014.0,North
48.875,87.125,-2504.5,North
48.875,89.125,-2131.5,North
48.875,91.125,-2706.5,North
48.875,93.125,-399.5,North
48.875,95.125,996.0,North
48.875,97.125,-764.5,North
48.875,99.125,-689.5,North
48.875,101.125,-1611.0,North
48.875,103.125,-822.0,North
48.875,105.125,-297.5,North
48.875,107.125,526.5,North
48.875,109.125,844.0,North
48.875,111.125,819.0,North
48.875,113.125,443.5,North
48.875,115.125,-530.0,North
48.875,117.125,-1775.0,North
48.875,119.125,-1100.0,North
48.875,121.125,-1372.5,North
48.875,123.125,-1080.5,North
48.875,125.125,11.5,North
48.875,127.125,-1570.0,North
48.875,129.125,-1066.0,North
48.875,131.125,-1058.5,North
48.875,133.125,-1327.0,North
48.875,135.125,-477.0,North
48.875,137.125,529.0,North
48.875,139.125,-781.0,North
48.875,141.125,-888.5,North
48.875,143.125,-1429.5,North
48.875,145.125,1538.0,North
48.875,147.125,-326.0,North
48.875,149.125,2718.5,North
48.875,151.125,1769.5,North
48.875,153.125,58.5,North
48.875,155.125,3131.0,North
48.875,157.125,3611.0,North
48.875,159.125,847.0,North
48.875,161.125,-1534.0,North
48.875,163.125,-983.0,North
48.875,165.125,-1042.5,North
48.875,167.125,-960.0,North
48.875,169.125,1589.0,North
48.875,171.125,2258.5,North
48.875,173.125,1334.5,North
48.875,175.125,1055.5,North
48.875,177.125,362.0,North
48.875,179.125,274.5,North
48.875,181.125,1307.0,North
48.875,183.125,-2972.0,North
48.875,185.125,-2382.0,North
48.875,187.125,2986.5,North
48.875,189.125,91.5,North
48.875,191.125,2376.0,North
48.875,193.125,162.0,North
48.875,195.125,68.5,North
48.875,197.125,2697.5,North
48.875,199.125,949.5,North
48.875,201.125,3239.5,North
48.875,203.125,3182.0,North
48.875,205.125,-531.0,North
48.875,207.125,1032.0,North
48.875,209.125,1183.5,North
48.875,211.125,4185.5,North
48.875,213.125,2513.0,North
48.875,215.125,2365.5,North
48.875,217.125,3477.5,North
48.875,219.125,3847.5,North
48.875,221.125,3215.5,North
48.875,223.125,1156.0,North
48.875,225.125,2035.5,North
48.875,227.125,1883.5,North
48.875,229.125,1180.5,North
48.875,231.125,657.0,North
48.875,233.125,-222.5,North
48.875,235.125,-457.0,North
48.875,237.125,-615.0,North
48.875,239.125,-3576.0,North
48.875,241.125,45.0,North
48.875,243.125,-639.0,North
48.875,245.125,1325.5,North
48.875,247.125,964.0,North
48.875,249.125,1368.5,North
48.875,251.125,786.0,North
48.875,253.125,706.0,North
48.875,255.125,1404.5,North
48.875,257.125,-345.5,North
48.875,259.125,-1215.0,North
48.875,261.125,688.0,North
48.875,263.125,-51.5,North
48.875,265.125,320.5,North
48.875,267.125,598.0,North
48.875,269.125,686.5,North
48.875,271.125,1238.5,North
48.875,273.125,-2082.0,North
48.875,275.125,-2074.0,North
48.875,277.125,-864.5,North
48.875,279.125,191.0,North
48.875,281.125,-194.0,North
48.875,283.125,-1477.0,North
48.875,285.125,-2194.5,North
48.875,287.125,-2209.5,North
48.875,289.125,-2203.5,North
48.875,291.125,-2256.5,North
48.875,293.125,-2424.5,North
48.875,295.125,-2479.0,North
48.875,297.125,-2511.0,North
48.875,299.125,-2413.5,North
48.875,301.125,-2411.5,North
48.875,303.125,-2375.5,North
48.875,305.125,-2260.0,North
48.875,307.125,-2178.0,North
48.875,309.125,-2283.5,North
48.875,311.125,-2276.5,North
48.875,313.125,-2394.5,North
48.875,315.125,-2455.0,North
48.875,317.125,-2458.5,North
48.875,319.125,-2395.5,North
48.875,321.125,-2462.5,North
48.875,323.125,-1765.5,North
48.875,325.125,-2077.0,North
48.875,327.125,-115.5,North
48.875,329.125,-79.5,North
48.875,331.125,-352.5,North
48.875,333.125,-667.0,North
48.875,335.125,-2461.5,North
48.875,337.125,-2999.5,North
48.875,339.125,-2943.5,North
48.875,341.125,-2872.0,North
48.875,343.125,-2909.5,North
48.875,345.125,-1252.5,North
48.875,347.125,-2988.0,North
48.875,349.125,-3063.5,North
48.875,351.125,-3084.0,North
48.875,353.125,-2760.0,North
48.875,355.125,-2490.5,North
48.875,357.125,-1525.0,North
48.875,359.125,-2411.0,North
46.875,1.125,-2199.0,North
46.875,3.125,-2367.0,North
46.875,5.125,-2222.0,North
46.875,7.125,-2430.0,North
46.875,9.125,-2613.5,North
46.875,11.125,-2430.5,North
46.875,13.125,-1959.5,North
46.875,15.125,-1363.0,North
46.875,17.125,-1203.5,North
46.875,19.125,-1333.5,North
46.875,21.125,-1617.5,North
46.875,23.125,-2138.0,North
46.875,25.125,-2359.0,North
46.875,27.125,-1785.0,North
46.875,29.125,-1791.5,North
46.875,31.125,-1986.0,North
46.875,33.125,-3310.0,North
46.875,35.125,-2041.0,North
46.875,37.125,-1241.5,North
46.875,39.125,-4113.5,North
46.875,41.125,-689.5,North
46.875,43.125,-2791.0,North
46.875,45.125,-3086.0,North
46.875,47.125,-1074.0,North
46.875,49.125,-1600.5,North
46.875,51.125,-1521.5,North
46.875,53.125,-1887.0,North
46.875,55.125,-1857.0,North
46.875,57.125,-1770.5,North
46.875,59.125,-1417.0,North
46.875,61.125,-1597.0,North
46.875,63.125,-1046.5,North
46.875,65.125,-2425.5,North
46.875,67.125,-1333.0,North
46.875,69.125,-871.5,North
46.875,71.125,-811.0,North
46.875,73.125,782.0,North
46.875,75.125,553.5,North
46.875,77.125,235.5,North
46.875,79.125,-1178.5,North
46.875,81.125,490.0,North
46.875,83.125,695.5,North
46.875,85.125,522.5,North
46.875,87.125,544.5,North
46.875,89.125,-303.0,North
46.875,91.125,-1034.5,North
46.875,93.125,948.0,North
46.875,95.125,685.0,North
46.875,97.125,-389.5,North
46.875,99.125,-991.0,North
46.875,101.125,-480.5,North
46.875,103.125,1040.5,North
46.875,105.125,599.0,North
46.875,107.125,-1847.0,North
46.875,109.125,-4055.0,North
46.875,111.125,-4039.5,North
46.875,113.125,792.0,North
46.875,115.125,-508.0,North
46.875,117.125,341.0,North
46.875,119.125,708.0,North
46.875,121.125,-3342.5,North
46.875,123.125,-2054.5,North
46.875,125.125,-1496.0,North
46.875,127.125,-2725.0,North
46.875,129.125,-710.5,North
46.875,131.125,-2154.5,North
46.875,133.125,-667.0,North
46.875,135.125,238.0,North
46.875,137.125,-518.5,North
46.875,139.125,63.0,North
46.875,141.125,540.5,North
46.875,143.125,445.5,North
46.875,145.125,504.0,North
46.875,147.125,1470.5,North
46.875,149.125,-601.5,North
46.875,151.125,-1694.0,North
46.875,153.125,-1547.0,North
46.875,155.125,-1303.0,North
46.875,157.125,242.0,North
46.875,159.125,2941.0,North
46.875,161.125,3184.0,North
46.875,163.125,3000.0,North
46.875,165.125,2793.5,North
46.875,167.125,3743.0,North
46.875,169.125,2669.5,North
46.875,171.125,2200.0,North
46.875,173.125,2320.5,North
46.875,175.125,-1617.0,North
46.875,177.125,1069.0,North
46.875,179.125,622.0,North
46.875,181.125,1601.0,North
46.875,183.125,904.5,North
46.875,185.125,-837.0,North
46.875,187.125,1219.0,North
46.875,189.125,2139.5,North
46.875,191.125,2199.5,North
46.875,193.125,2077.5,North
46.875,195.125,2115.5,North
46.875,197.125,2466.5,North
46.875,199.125,-158.5,North
46.875,201.125,-12.0,North
46.875,203.125,2801.5,North
46.875,205.125,2704.5,North
46.875,207.125,2583.5,North
46.875,209.125,438.0,North
46.875,211.125,1835.5,North
46.875,213.125,2457.0,North
46.875,215.125,2597.0,North
46.875,217.125,568.5,North
46.875,219.125,-454.5,North
46.875,221.125,422.5,North
46.875,223.125,1491.0,North
46.875,225.125,1799.0,North
46.875,227.125,1557.0,North
46.875,229.125,1692.5,North
46.875,231.125,1169.0,North
46.875,233.125,950.5,North
46.875,235.125,771.5,North
46.875,237.125,764.5,North
46.875,239.125,-1265.0,North
46.875,241.125,1269.5,North
46.875,243.125,278.0,North
46.875,245.125,787.0,North
46.875,247.125,1978.0,North
46.875,249.125,952.5,North
46.875,251.125,-1336.0,North
46.875,253.125,-144.5,North
46.875,255.125,-1476.5,North
46.875,257.125,-1598.0,North
46.875,259.125,401.0,North
46.875,261.125,-178.0,North
46.875,263.125,-2131.0,North
46.875,265.125,860.0,North
46.875,267.125,-2496.0,North
46.875,269.125,1208.0,North
46.875,271.125,-741.0,North
46.875,273.125,-2077.0,North
46.875,275.125,-1387.5,North
46.875,277.125,-1575.5,North
46.875,279.125,-1783.5,North
46.875,281.125,-1308.0,North
46.875,283.125,-2039.0,North
46.875,285.125,-1997.0,North
46.875,287.125,-2157.5,North
46.875,289.125,-2284.5,North
46.875,291.125,-2182.0,North
46.875,293.125,-2392.0,North
46.875,295.125,-2430.5,North
46.875,297.125,-2383.0,North
46.875,299.125,-2467.5,North
46.875,301.125,-2463.0,North
46.875,303.125,-2526.5,North
46.875,305.125,-2475.0,North
46.875,307.125,-2344.5,North
46.875,309.125,-2295.0,North
46.875,311.125,-2246.0,North
46.875,313.125,-2441.0,North
46.875,315.125,-1600.5,North
46.875,317.125,-1687.5,North
46.875,319.125,-1376.0,North
46.875,321.125,-1164.0,North
46.875,323.125,332.0,North
46.875,325.125,-2992.0,North
46.875,327.125,-3018.0,North
46.875,329.125,-2927.5,North
46.875,331.125,-2796.5,North
46.875,333.125,-2822.5,North
46.875,335.125,-2692.0,North
46.875,337.125,-2542.0,North
46.875,339.125,-2435.5,North
46.875,341.125,-2550.0,North
46.875,343.125,-2698.0,North
46.875,345.125,-2797.0,North
46.875,347.125,-2719.0,North
46.875,349.125,-2938.5,North
46.875,351.125,-2974.5,North
46.875,353.125,-2902.5,North
46.875,355.125,-2566.0,North
46.875,357.125,-2767.0,North
46.875,359.125,-2831.5,North
44.875,1.125,-1566.5,North
44.875,3.125,-2042.0,North
44.875,5.125,-2651.5,North
44.875,7.125,-2219.5,North
44.875,9.125,-2399.0,North
44.875,11.125,-2352.5,North
44.875,13.125,-2533.0,North
44.875,15.125,-1444.0,North
44.875,17.125,-3339.5,North
44.875,19.125,-1559.0,North
44.875,21.125,-1566.5,North
44.875,23.125,-1201.5,North
44.875,25.125,-2079.5,North
44.875,27.125,-1434.5,North
44.875,29.125,-1363.5,North
44.875,31.125,-1812.0,North
44.875,33.125,-1894.5,North
44.875,35.125,-1755.5,North
44.875,37.125,-1779.0,North
44.875,39.125,-1563.5,North
44.875,41.125,-1442.0,North
44.875,43.125,-1595.5,North
44.875,45.125,-1053.0,North
44.875,47.125,-1891.0,North
44.875,49.125,-1768.5,North
44.875,51.125,-1865.5,North
44.875,53.125,-1558.0,North
44.875,55.125,-1524.0,North
44.875,57.125,-1711.5,North
44.875,59.125,-1783.0,North
44.875,61.125,-1433.5,North
44.875,63.125,-164.0,North
44.875,65.125,-230.0,North
44.875,67.125,-182.5,North
44.875,69.125,127.5,North
44.875,71.125,-1873.5,North
44.875,73.125,-3391.0,North
44.875,75.125,-762.0,North
44.875,77.125,-838.5,North
44.875,79.125,624.0,North
44.875,81.125,346.0,North
44.875,83.125,-738.5,North
44.875,85.125,641.5,North
44.875,87.125,1589.0,North
44.875,89.125,1480.5,North
44.875,91.125,-184.5,North
44.875,93.125,441.5,North
44.875,95.125,509.0,North
44.875,97.125,1331.5,North
44.875,99.125,-2901.0,North
44.875,101.125,-3258.0,North
44.875,103.125,-812.0,North
44.875,105.125,1585.5,North
44.875,107.125,1272.5,North
44.875,109.125,48.5,North
44.875,111.125,-3277.0,North
44.875,113.125,1140.0,North
44.875,115.125,362.0,North
44.875,117.125,615.5,North
44.875,119.125,514.5,North
44.875,121.125,452.0,North
44.875,123.125,177.0,North
44.875,125.125,573.5,North
44.875,127.125,-1117.0,North
44.875,129.125,-427.5,North
44.875,131.125,-1403.5,North
44.875,133.125,-26.5,North
44.875,135.125,1679.5,North
44.875,137.125,1391.5,North
44.875,139.125,726.5,North
44.875,141.125,534.5,North
44.875,143.125,1010.0,North
44.875,145.125,51.0,North
44.875,147.125,1922.5,North
44.875,149.125,-1139.0,North
44.875,151.125,-1717.0,North
44.875,153.125,-1597.5,North
44.875,155.125,-965.0,North
44.875,157.125,943.0,North
44.875,159.125,906.0,North
44.875,161.125,2973.5,North
44.875,163.125,1915.5,North
44.875,165.125,2477.0,North
44.875,167.125,2029.0,North
44.875,169.125,3077.5,North
44.875,171.125,3204.5,North
44.875,173.125,3665.5,North
44.875,175.125,-256.0,North
44.875,177.125,2038.0,North
44.875,179.125,-927.0,North
44.875,181.125,1774.0,North
44.875,183.125,-136.5,North
44.875,185.125,2275.5,North
44.875,187.125,232.0,North
44.875,189.125,2134.5,North
44.875,191.125,1741.0,North
44.875,193.125,1715.5,North
44.875,195.125,2187.5,North
44.875,197.125,2143.5,North
44.875,199.125,1837.5,North
44.875,201.125,2945.0,North
44.875,203.125,2517.0,North
44.875,205.125,1870.5,North
44.875,207.125,-51.0,North
44.875,209.125,328.5,North
44.875,211.125,2645.5,North
44.875,213.125,3367.5,North
44.875,215.125,3262.5,North
44.875,217.125,4482.0,North
44.875,219.125,553.5,North
44.875,221.125,1476.0,North
44.875,223.125,2375.0,North
44.875,225.125,1732.5,North
44.875,227.125,1728.5,North
44.875,229.125,2762.5,North
44.875,231.125,1122.5,North
44.875,233.125,1505.5,North
44.875,235.125,2141.0,North
44.875,237.125,2926.5,North
44.875,239.125,1176.0,North
44.875,241.125,-201.5,North
44.875,243.125,930.5,North
44.875,245.125,-158.5,North
44.875,247.125,-254.5,North
44.875,249.125,2710.5,North
44.875,251.125,-493.5,North
44.875,253.125,2040.0,North
44.875,255.125,996.0,North
44.875,257.125,443.0,North
44.875,259.125,176.0,North
44.875,261.125,-767.0,North
44.875,263.125,371.5,North
44.875,265.125,-1467.0,North
44.875,267.125,-70.5,North
44.875,269.125,-403.0,North
44.875,271.125,719.5,North
44.875,273.125,-1988.5,North
44.875,275.125,-1748.5,North
44.875,277.125,-1534.0,North
44.875,279.125,-2069.5,North
44.875,281.125,-1896.5,North
44.875,283.125,-1979.5,North
44.875,285.125,-2063.0,North
44.875,287.125,-2035.5,North
44.875,289.125,-2202.5,North
44.875,291.125,-2353.5,North
44.875,293.125,-2109.5,North
44.875,295.125,-2321.5,North
44.875,297.125,-2464.0,North
44.875,299.125,-2374.0,North
44.875,301.125,-2266.5,North
44.875,303.125,-2232.5,North
44.875,305.125,-2480.0,North
44.875,307.125,-2260.5,North
44.875,309.125,-2529.5,North
44.875,311.125,-2558.5,North
44.875,313.125,-1908.0,North
44.875,315.125,-919.0,North
44.875,317.125,-1651.0,North
44.875,319.125,-635.0,North
44.875,321.125,-228.5,North
44.875,323.125,-617.0,North
44.875,325.125,-2893.0,North
44.875,327.125,-2842.0,North
44.875,329.125,-2793.5,North
44.875,331.125,-2680.0,North
44.875,333.125,-2597.5,North
44.875,335.125,-2705.0,North
44.875,337.125,-2711.0,North
44.875,339.125,-2751.0,North
44.875,341.125,-2779.5,North
44.875,343.125,-2802.5,North
44.875,345.125,-2811.0,North
44.875,347.125,-2769.0,North
44.875,349.125,-2664.0,North
44.875,351.125,-2695.0,North
44.875,353.125,-2820.5,North
44.875,355.125,-2662.0,North
44.875,357.125,-2887.0,North
44.875,359.125,-2758.5,North
42.875,1.125,-2805.5,North
42.875,3.125,-2530.5,North
42.875,5.125,-626.5,North
42.875,7.125,-2129.5,North
42.875,9.125,-2183.0,North
42.875,11.125,144.5,North
42.875,13.125,-1052.5,North
42.875,15.125,-869.5,North
42.875,17.125,-283.5,North
42.875,19.125,-80.5,North
42.875,21.125,-214.0,North
42.875,23.125,-803.0,North
42.875,25.125,-1513.5,North
42.875,27.125,-3444.5,North
42.875,29.125,-919.5,North
42.875,31.125,-1528.0,North
42.875,33.125,-1920.0,North
42.875,35.125,-1593.5,North
42.875,37.125,-1839.5,North
42.875,39.125,-1755.5,North
42.875,41.125,-1698.0,North
42.875,43.125,-1571.0,North
42.875,45.125,-1858.5,North
42.875,47.125,-1937.0,North
42.875,49.125,-1556.5,North
42.875,51.125,-1790.5,North
42.875,53.125,-1989.5,North
42.875,55.125,-939.0,North
42.875,57.125,-824.5,North
42.875,59.125,-1635.5,North
42.875,61.125,-2256.0,North
42.875,63.125,-1470.5,North
42.875,65.125,-1730.0,North
42.875,67.125,-956.0,North
42.875,69.125,-1178.5,North
42.875,71.125,-1850.0,North
42.875,73.125,-2633.5,North
42.875,75.125,-1416.5,North
42.875,77.125,901.0,North
42.875,79.125,-389.5,North
42.875,81.125,-308.0,North
42.875,83.125,-71.5,North
42.875,85.125,-325.5,North
42.875,87.125,-439.5,North
42.875,89.125,-1119.5,North
42.875,91.125,-145.5,North
42.875,93.125,1174.0,North
42.875,95.125,-467.5,North
42.875,97.125,-1444.5,North
42.875,99.125,-3319.5,North
42.875,101.125,-212.0,North
42.875,103.125,-3240.0,North
42.875,105.125,1006.5,North
42.875,107.125,1096.0,North
42.875,109.125,-1909.5,North
42.875,111.125,-1236.0,North
42.875,113.125,-998.0,North
42.875,115.125,-97.5,North
42.875,117.125,-586.5,North
42.875,119.125,273.5,North
42.875,121.125,564.5,North
42.875,123.125,344.0,North
42.875,125.125,663.0,North
42.875,127.125,500.0,North
42.875,129.125,-279.5,North
42.875,131.125,-414.0,North
42.875,133.125,-284.5,North
42.875,135.125,1194.0,North
42.875,137.125,-2503.0,North
42.875,139.125,1130.5,North
42.875,141.125,1126.0,North
42.875,143.125,-1541.0,North
42.875,145.125,1384.5,North
42.875,147.125,3206.5,North
42.875,149.125,2145.0,North
42.875,151.125,-819.5,North
42.875,153.125,458.5,North
42.875,155.125,-1812.0,North
42.875,157.125,2139.5,North
42.875,159.125,2293.0,North
42.875,161.125,2380.0,North
42.875,163.125,2961.0,North
42.875,165.125,2958.5,North
42.875,167.125,2639.5,North
42.875,169.125,1457.0,North
42.875,171.125,90.5,North
42.875,173.125,1903.0,North
42.875,175.125,2139.5,North
42.875,177.125,2712.5,North
42.875,179.125,2498.5,North
42.875,181.125,2243.0,North
42.875,183.125,3090.5,North
42.875,185.125,3038.0,North
42.875,187.125,2579.5,North
42.875,189.125,2402.5,North
42.875,191.125,2468.5,North
42.875,193.125,2251.5,North
42.875,195.125,2418.5,North
42.875,197.125,2219.0,North
42.875,199.125,2801.0,North
42.875,201.125,2510.0,North
42.875,203.125,2394.5,North
42.875,205.125,2384.0,North
42.875,207.125,3011.0,North
42.875,209.125,1769.5,North
42.875,211.125,3015.5,North
42.875,213.125,-200.5,North
42.875,215.125,-647.5,North
42.875,217.125,77.5,North
42.875,219.125,1724.5,North
42.875,221.125,3578.0,North
42.875,223.125,1871.0,North
42.875,225.125,755.0,North
42.875,227.125,2437.0,North
42.875,229.125,1355.0,North
42.875,231.125,603.0,North
42.875,233.125,1164.5,North
42.875,235.125,2579.0,North
42.875,237.125,479.5,North
42.875,239.125,-2302.0,North
42.875,241.125,-669.5,North
42.875,243.125,-791.0,North
42.875,245.125,-580.5,North
42.875,247.125,2068.5,North
42.875,249.125,1180.5,North
42.875,251.125,1255.0,North
42.875,253.125,1219.5,North
42.875,255.125,1152.0,North
42.875,257.125,-2557.5,North
42.875,259.125,1051.0,North
42.875,261.125,-1.0,North
42.875,263.125,155.0,North
42.875,265.125,593.5,North
42.875,267.125,-452.5,North
42.875,269.125,-1371.0,North
42.875,271.125,-2089.0,North
42.875,273.125,-1011.0,North
42.875,275.125,-874.0,North
42.875,277.125,-1561.5,North
42.875,279.125,-1792.5,North
42.875,281.125,-2069.0,North
42.875,283.125,-2193.0,North
42.875,285.125,-2178.5,North
42.875,287.125,-2252.5,North
42.875,289.125,-2312.5,North
42.875,291.125,-2343.5,North
42.875,293.125,-2292.0,North
42.875,295.125,-2426.0,North
42.875,297.125,-2502.0,North
42.875,299.125,-2540.5,North
42.875,301.125,-2488.5,North
42.875,303.125,-2504.0,North
42.875,305.125,-2565.5,North
42.875,307.125,-2516.5,North
42.875,309.125,-2597.0,North
42.875,311.125,-2596.0,North
42.875,313.125,-2584.5,North
42.875,315.125,-2067.0,North
42.875,317.125,-1448.5,North
42.875,319.125,-1470.5,North
42.875,321.125,-1293.5,North
42.875,323.125,-567.0,North
42.875,325.125,-2723.5,North
42.875,327.125,-2719.0,North
42.875,329.125,-2632.5,North
42.875,331.125,-2591.5,North
42.875,333.125,-2546.0,North
42.875,335.125,-2558.5,North
42.875,337.125,-2481.0,North
42.875,339.125,-2421.0,North
42.875,341.125,-2557.0,North
42.875,343.125,-2655.0,North
